,max,mean,median,min,rmse,sse,std
pls-vio.csv,0.23576419777985916,0.08490333766771005,0.07159827940976783,0.007451771788398296,0.09935961822557819,10.90892877599558,0.051611597406159206
pl-vio.txt,0.25192017668333605,0.07174334078935633,0.060728134694835983,0.00785782457143661,0.08867580601901921,8.45315346610693,0.05211805469801235
vins-fusion.csv,0.23205886533536813,0.08817128250184206,0.07970069742943106,0.004533999819943391,0.10144823775802518,11.526754337513863,0.05017539124101742
vins-mono.csv,0.22698802598026027,0.07132592866566058,0.059331063110141684,0.012830440437386126,0.08630099561226222,8.006451481942781,0.04858470689063383
