1610276873.078429937 0.00026 -0.00055 -0.00141 0.66609 0.00825 -0.00728 0.74579
1610276873.145050049 0.00035 -0.00094 -0.00187 0.66636 0.00836 -0.00740 0.74555
1610276873.211679935 -0.00002 -0.00105 -0.00259 0.66611 0.00817 -0.00731 0.74577
1610276873.278310061 -0.00033 -0.00069 -0.00142 0.66597 0.00811 -0.00729 0.74589
1610276873.344929934 -0.00045 -0.00078 -0.00143 0.66600 0.00809 -0.00732 0.74587
1610276873.411560059 -0.00052 -0.00080 -0.00148 0.66597 0.00807 -0.00737 0.74590
1610276873.478179932 -0.00030 -0.00050 -0.00089 0.66589 0.00811 -0.00729 0.74597
1610276873.544810057 -0.00055 -0.00081 -0.00153 0.66598 0.00813 -0.00733 0.74589
1610276873.611429930 -0.00057 -0.00084 -0.00161 0.66597 0.00813 -0.00736 0.74590
1610276873.678060055 -0.00056 -0.00087 -0.00163 0.66596 0.00815 -0.00735 0.74591
1610276873.744689941 -0.00064 -0.00094 -0.00167 0.66598 0.00810 -0.00739 0.74589
1610276873.811310053 -0.00076 -0.00094 -0.00169 0.66595 0.00809 -0.00742 0.74591
1610276873.877939939 -0.00085 -0.00095 -0.00169 0.66597 0.00805 -0.00742 0.74590
1610276873.944570065 -0.00078 -0.00069 -0.00136 0.66590 0.00808 -0.00749 0.74596
1610276874.011189938 -0.00047 -0.00043 -0.00089 0.66582 0.00815 -0.00743 0.74603
1610276874.077810049 -0.00063 -0.00072 -0.00135 0.66589 0.00812 -0.00746 0.74597
1610276874.144439936 -0.00059 -0.00080 -0.00140 0.66593 0.00811 -0.00743 0.74594
1610276874.211070061 -0.00053 -0.00085 -0.00142 0.66591 0.00816 -0.00741 0.74595
1610276874.277689934 -0.00055 -0.00084 -0.00137 0.66590 0.00815 -0.00740 0.74596
1610276874.344320059 -0.00056 -0.00082 -0.00130 0.66592 0.00814 -0.00740 0.74594
1610276874.410949945 -0.00063 -0.00080 -0.00131 0.66592 0.00813 -0.00741 0.74594
1610276874.477570057 -0.00071 -0.00079 -0.00127 0.66591 0.00811 -0.00746 0.74595
1610276874.544199944 -0.00071 -0.00077 -0.00124 0.66594 0.00811 -0.00745 0.74593
1610276874.610820055 -0.00087 -0.00049 -0.00092 0.66585 0.00804 -0.00746 0.74601
1610276874.677449942 -0.00088 -0.00038 -0.00084 0.66581 0.00804 -0.00746 0.74604
1610276874.744070053 -0.00085 -0.00034 -0.00073 0.66582 0.00803 -0.00743 0.74603
1610276874.810699940 -0.00086 -0.00026 -0.00069 0.66579 0.00799 -0.00743 0.74606
1610276874.877330065 -0.00079 -0.00022 -0.00070 0.66578 0.00802 -0.00742 0.74607
1610276874.943949938 -0.00078 -0.00024 -0.00070 0.66579 0.00801 -0.00743 0.74606
1610276875.010580063 -0.00070 -0.00037 -0.00086 0.66584 0.00807 -0.00741 0.74602
1610276875.077199936 -0.00073 -0.00030 -0.00079 0.66583 0.00806 -0.00742 0.74602
1610276875.143830061 -0.00080 -0.00026 -0.00075 0.66584 0.00804 -0.00744 0.74601
1610276875.210449934 -0.00083 -0.00024 -0.00074 0.66583 0.00804 -0.00742 0.74603
1610276875.277080059 -0.00084 -0.00026 -0.00075 0.66582 0.00803 -0.00741 0.74603
1610276875.343709946 -0.00080 -0.00025 -0.00070 0.66585 0.00802 -0.00741 0.74600
1610276875.410330057 -0.00080 -0.00039 -0.00081 0.66588 0.00805 -0.00739 0.74598
1610276875.476959944 -0.00084 -0.00048 -0.00096 0.66590 0.00801 -0.00744 0.74596
1610276875.543590069 -0.00087 -0.00050 -0.00106 0.66593 0.00802 -0.00747 0.74594
1610276875.610209942 -0.00090 -0.00053 -0.00110 0.66592 0.00804 -0.00743 0.74594
1610276875.676830053 -0.00099 -0.00046 -0.00104 0.66588 0.00799 -0.00746 0.74598
1610276875.743459940 -0.00094 -0.00062 -0.00115 0.66595 0.00803 -0.00740 0.74592
1610276875.810090065 -0.00083 -0.00115 -0.00166 0.66598 0.00813 -0.00727 0.74589
1610276875.876709938 -0.00082 -0.00224 -0.00241 0.66598 0.00818 -0.00713 0.74589
1610276875.943340063 -0.00093 -0.00516 -0.00560 0.66609 0.00825 -0.00699 0.74580
1610276876.009969950 -0.00124 -0.00971 -0.01119 0.66611 0.00824 -0.00697 0.74578
1610276876.076590061 -0.00047 -0.01053 -0.01264 0.66611 0.00827 -0.00692 0.74578
1610276876.143219948 -0.00019 -0.01051 -0.01270 0.66613 0.00829 -0.00692 0.74576
1610276876.209840059 0.00015 -0.01046 -0.01282 0.66611 0.00826 -0.00693 0.74577
1610276876.276469946 0.00017 -0.01015 -0.01312 0.66611 0.00829 -0.00689 0.74577
1610276876.343090057 0.00044 -0.00994 -0.01303 0.66613 0.00829 -0.00689 0.74576
1610276876.409719944 -0.00000 -0.01069 -0.01339 0.66611 0.00827 -0.00688 0.74577
1610276876.476350069 -0.00075 -0.01184 -0.01394 0.66611 0.00826 -0.00689 0.74578
1610276876.542969942 -0.00002 -0.01174 -0.01393 0.66611 0.00828 -0.00689 0.74578
1610276876.609600067 -0.00111 -0.01238 -0.01330 0.66608 0.00828 -0.00691 0.74580
1610276876.676229954 -0.00053 -0.01080 -0.01256 0.66610 0.00825 -0.00688 0.74578
1610276876.742850065 -0.00094 -0.01104 -0.01300 0.66612 0.00826 -0.00689 0.74577
1610276876.809469938 -0.00242 -0.01422 -0.01504 0.66614 0.00823 -0.00689 0.74575
1610276876.876100063 -0.00292 -0.01484 -0.01566 0.66616 0.00822 -0.00683 0.74573
1610276876.942729950 -0.00216 -0.01584 -0.01748 0.66619 0.00823 -0.00677 0.74570
1610276877.009350061 -0.00150 -0.01519 -0.01739 0.66619 0.00823 -0.00675 0.74571
1610276877.075979948 -0.00067 -0.01661 -0.01878 0.66616 0.00827 -0.00663 0.74574
1610276877.142610073 -0.00265 -0.01812 -0.01919 0.66619 0.00820 -0.00663 0.74571
1610276877.209229946 -0.00171 -0.00533 -0.00369 0.66595 0.00818 -0.00702 0.74592
1610276877.275860071 -0.00112 -0.01205 -0.00633 0.66599 0.00828 -0.00685 0.74588
1610276877.342479944 0.00477 -0.01577 -0.01144 0.66613 0.00842 -0.00673 0.74576
1610276877.409110069 0.00222 -0.01260 -0.00618 0.66601 0.00829 -0.00694 0.74587
1610276877.475729942 0.00731 -0.01325 -0.01470 0.66608 0.00837 -0.00691 0.74580
1610276877.542360067 -0.00039 -0.00808 0.00117 0.66580 0.00818 -0.00721 0.74605
1610276877.608989954 -0.00008 -0.00937 0.00079 0.66577 0.00817 -0.00720 0.74608
1610276877.675610065 0.00108 -0.00822 0.00037 0.66573 0.00817 -0.00721 0.74611
1610276877.742239952 0.00173 -0.00758 0.00113 0.66569 0.00819 -0.00720 0.74615
1610276877.808860064 0.00166 -0.00990 -0.00184 0.66570 0.00818 -0.00715 0.74614
1610276877.875489950 0.00143 -0.00826 0.00084 0.66556 0.00817 -0.00712 0.74627
1610276877.942110062 0.00112 -0.00803 0.00163 0.66549 0.00815 -0.00715 0.74633
1610276878.008739948 0.00090 -0.00816 0.00119 0.66543 0.00817 -0.00713 0.74638
1610276878.075370073 0.00072 -0.00836 0.00073 0.66534 0.00812 -0.00716 0.74646
1610276878.141989946 0.00018 -0.00859 0.00038 0.66526 0.00812 -0.00717 0.74653
1610276878.208620071 -0.00048 -0.00892 -0.00001 0.66515 0.00807 -0.00714 0.74663
1610276878.275249958 -0.00107 -0.00941 -0.00042 0.66506 0.00809 -0.00711 0.74671
1610276878.341870070 -0.00133 -0.00981 -0.00080 0.66503 0.00807 -0.00708 0.74674
1610276878.408489943 -0.00135 -0.01019 -0.00126 0.66495 0.00808 -0.00704 0.74681
1610276878.475120068 -0.00213 -0.01082 -0.00180 0.66486 0.00805 -0.00703 0.74689
1610276878.541749954 -0.00381 -0.01178 -0.00227 0.66480 0.00802 -0.00703 0.74695
