1577602157393619968 0.00014 -0.00026 -0.00009 0.71524 0.69873 0.01013 -0.00971
1577602157460249856 0.00026 -0.00039 -0.00011 0.71519 0.69878 0.01019 -0.00975
1577602157526880000 0.00082 -0.00054 -0.00090 0.71498 0.69900 0.01048 -0.00974
1577602157593499904 0.00084 -0.00057 -0.00111 0.71474 0.69925 0.01055 -0.00980
1577602157660120064 0.00089 -0.00064 -0.00108 0.71465 0.69933 0.01059 -0.00984
1577602157726759936 0.00085 -0.00063 -0.00106 0.71449 0.69949 0.01066 -0.00992
1577602157793380096 0.00076 -0.00063 -0.00102 0.71431 0.69967 0.01072 -0.01003
1577602157860000000 0.00071 -0.00058 -0.00110 0.71421 0.69978 0.01076 -0.01010
1577602157926630144 0.00074 -0.00052 -0.00104 0.71410 0.69988 0.01084 -0.01016
1577602157993260032 0.00078 -0.00048 -0.00107 0.71399 0.70000 0.01094 -0.01020
1577602158059879936 0.00074 -0.00047 -0.00106 0.71386 0.70013 0.01100 -0.01028
1577602158126499840 0.00068 -0.00047 -0.00095 0.71375 0.70024 0.01106 -0.01040
1577602158193139968 0.00070 -0.00038 -0.00103 0.71363 0.70036 0.01092 -0.01073
1577602158259759872 0.00068 -0.00027 -0.00126 0.71346 0.70052 0.01071 -0.01105
1577602158326380032 0.00060 0.00008 -0.00148 0.71334 0.70065 0.01047 -0.01141
1577602158393009920 0.00046 0.00054 -0.00157 0.71327 0.70071 0.01038 -0.01210
1577602158459640064 0.00063 0.00087 -0.00188 0.71314 0.70084 0.01056 -0.01245
1577602158526259968 0.00060 0.00118 -0.00206 0.71327 0.70069 0.01046 -0.01293
1577602158592880128 0.00057 0.00133 -0.00212 0.71318 0.70077 0.01076 -0.01323
1577602158659520000 0.00055 0.00120 -0.00211 0.71347 0.70047 0.01104 -0.01367
1577602158726139904 0.00059 0.00116 -0.00218 0.71373 0.70018 0.01152 -0.01424
1577602158792759808 0.00059 0.00148 -0.00223 0.71409 0.69979 0.01191 -0.01496
1577602158859389952 0.00046 0.00381 -0.00259 0.71413 0.69972 0.01170 -0.01619
1577602158926019840 0.00002 0.01179 -0.00427 0.71368 0.70016 0.01103 -0.01765
1577602158992640000 0.00147 0.02584 -0.00378 0.71395 0.69985 0.01064 -0.01911
1577602159059269888 0.00199 0.04519 -0.00399 0.71467 0.69910 0.01057 -0.01986
1577602159125900032 0.00283 0.06726 -0.00512 0.71529 0.69843 0.01095 -0.02083
1577602159192519936 0.00404 0.08478 -0.00546 0.71513 0.69858 0.00944 -0.02188
1577602159259140096 0.00559 0.09741 -0.00529 0.71391 0.69988 0.00516 -0.02157
1577602159325769984 0.00218 0.11555 -0.00830 0.73103 0.67780 0.04447 -0.06490
1577602159392400128 0.01003 0.12339 -0.01107 0.72751 0.68387 0.02266 -0.05036
1577602159459019776 0.01283 0.13237 -0.01198 0.72801 0.68392 0.00915 -0.04673
1577602159525649920 0.01579 0.13979 -0.01370 0.73096 0.68124 -0.00983 -0.03901
1577602159592279808 0.01893 0.14586 -0.01426 0.73204 0.67986 -0.02913 -0.03266
1577602159658899968 0.02123 0.15095 -0.01460 0.73065 0.68069 -0.03686 -0.03813
1577602159725519872 0.02320 0.15591 -0.01589 0.73101 0.67946 -0.03851 -0.04979
1577602159792160000 0.02599 0.16082 -0.01488 0.72687 0.68284 -0.04330 -0.05934
1577602159858779904 0.02987 0.16371 -0.01128 0.71829 0.69068 -0.05396 -0.06410
1577602159925400064 0.03266 0.16731 -0.01167 0.71649 0.69106 -0.05776 -0.07579
1577602159992029952 0.03041 0.20094 -0.01139 0.71571 0.69009 -0.06479 -0.08566
1577602160058660096 0.03369 0.20365 -0.00909 0.70856 0.69564 -0.07685 -0.09018
1577602160125280000 0.03999 0.20938 -0.00883 0.70537 0.69671 -0.08354 -0.10039
1577602160191899904 0.04636 0.21104 -0.00885 0.70280 0.69694 -0.09342 -0.10785
1577602160258540032 0.05404 0.21558 -0.00862 0.70047 0.69659 -0.10031 -0.11851
1577602160325159936 0.06020 0.21710 -0.00854 0.69887 0.69524 -0.10999 -0.12700
1577602160391779840 0.06250 0.21813 -0.00854 0.69794 0.69341 -0.11904 -0.13379
1577602160458409984 0.10161 0.24908 -0.01025 0.68827 0.70051 -0.11562 -0.14901
1577602160525039872 0.06885 0.22617 -0.00858 0.69520 0.69124 -0.13238 -0.14616
1577602160591660032 0.06941 0.22759 -0.00862 0.69370 0.69054 -0.13775 -0.15151
1577602160658279936 0.07265 0.22752 -0.00885 0.69258 0.68973 -0.14276 -0.15563
1577602160724920064 0.07376 0.22727 -0.00871 0.69157 0.68877 -0.14771 -0.15969
1577602160791539968 0.07815 0.22785 -0.00901 0.69010 0.68844 -0.15204 -0.16339
1577602160858160128 0.08538 0.23350 -0.00873 0.68882 0.68752 -0.15655 -0.16832
1577602160924790016 0.09470 0.24176 -0.00904 0.68767 0.68659 -0.16099 -0.17257
1577602160991419904 0.10402 0.25565 -0.00932 0.68686 0.68529 -0.16533 -0.17682
1577602161058039808 0.11634 0.27244 -0.00979 0.68639 0.68397 -0.16853 -0.18067
1577602161124669952 0.12701 0.29382 -0.00982 0.68624 0.68212 -0.17234 -0.18464
1577602161191299840 0.13778 0.31307 -0.00988 0.68591 0.68112 -0.17499 -0.18704
1577602161257920000 0.14612 0.32878 -0.00986 0.68532 0.68061 -0.17721 -0.18895
1577602161324539904 0.15525 0.34168 -0.00944 0.68392 0.68067 -0.17956 -0.19157
1577602161391170048 0.16336 0.35444 -0.00933 0.68291 0.67958 -0.18330 -0.19548
1577602161457799936 0.17124 0.36540 -0.00922 0.68157 0.67839 -0.18781 -0.19995
1577602161524420096 0.17901 0.37426 -0.00868 0.67978 0.67721 -0.19298 -0.20503
1577602161591049984 0.18612 0.38240 -0.00876 0.67800 0.67560 -0.19870 -0.21071
1577602161657680128 0.19303 0.38883 -0.00873 0.67624 0.67354 -0.20472 -0.21710
1577602161724300032 0.19987 0.39426 -0.00862 0.67400 0.67155 -0.21146 -0.22370
1577602161790919936 0.20666 0.39926 -0.00898 0.67194 0.66909 -0.21850 -0.23040
1577602161857539840 0.21328 0.40297 -0.00901 0.66956 0.66682 -0.22550 -0.23705
1577602161924179968 0.22011 0.40504 -0.00899 0.66684 0.66473 -0.23217 -0.24405
1577602161990799872 0.22723 0.40722 -0.00867 0.66404 0.66227 -0.23922 -0.25144
1577602162057430016 0.23430 0.40848 -0.00820 0.66117 0.65939 -0.24665 -0.25928
1577602162124059904 0.24094 0.40998 -0.00805 0.65823 0.65614 -0.25442 -0.26737
1577602162190680064 0.24698 0.41077 -0.00779 0.65503 0.65283 -0.26228 -0.27561
1577602162257299968 0.25274 0.41093 -0.00747 0.65154 0.64944 -0.27048 -0.28384
1577602162323940096 0.25894 0.41062 -0.00702 0.64789 0.64576 -0.27856 -0.29262
1577602162390560000 0.26484 0.41004 -0.00666 0.64409 0.64188 -0.28693 -0.30136
1577602162457179904 0.26979 0.41017 -0.00013 0.64130 0.63636 -0.29336 -0.31259
1577602162523809792 0.27407 0.40915 -0.00596 0.63665 0.63389 -0.30302 -0.31786
1577602162590439936 0.27756 0.40915 -0.00613 0.63339 0.63049 -0.30972 -0.32460
1577602162657059840 0.28061 0.40919 -0.00588 0.63042 0.62750 -0.31552 -0.33056
1577602162723680000 0.28289 0.40772 -0.00579 0.62757 0.62492 -0.32089 -0.33566
1577602162790319872 0.28531 0.40831 -0.00576 0.62509 0.62256 -0.32540 -0.34028
1577602162856940032 0.28682 0.40647 -0.00623 0.62272 0.62064 -0.32973 -0.34396
1577602162923559936 0.28831 0.40439 -0.00614 0.62070 0.61875 -0.33346 -0.34741
1577602162990190080 0.28998 0.40270 -0.00618 0.61884 0.61709 -0.33673 -0.35050
1577602163056819968 0.29134 0.40234 -0.00617 0.61709 0.61552 -0.33975 -0.35341
1577602163123440128 0.29313 0.40162 -0.00635 0.61557 0.61419 -0.34219 -0.35601
1577602163190070016 0.29431 0.40051 -0.00627 0.61418 0.61296 -0.34461 -0.35820
1577602163256700160 0.29585 0.39607 -0.00711 0.61284 0.61233 -0.34645 -0.35980
1577602163323319808 0.29608 0.39761 -0.00640 0.61192 0.61085 -0.34844 -0.36194
1577602163389939968 0.29698 0.39712 -0.00647 0.61085 0.60989 -0.35019 -0.36369
1577602163456569856 0.29778 0.39552 -0.00663 0.61006 0.60909 -0.35142 -0.36515
1577602163523200000 0.29873 0.39379 -0.00664 0.60916 0.60854 -0.35273 -0.36631
1577602163589819904 0.29917 0.39337 -0.00663 0.60849 0.60780 -0.35393 -0.36749
1577602163656450048 0.30044 0.39125 -0.00583 0.60824 0.60740 -0.35452 -0.36801
1577602163723079936 0.30082 0.39140 -0.00617 0.60764 0.60680 -0.35546 -0.36907
1577602163789700096 0.30124 0.39138 -0.00612 0.60722 0.60632 -0.35622 -0.36982
1577602163856320000 0.30177 0.39109 -0.00608 0.60689 0.60595 -0.35673 -0.37048
1577602163922939904 0.30216 0.39104 -0.00596 0.60662 0.60562 -0.35723 -0.37099
1577602163989580032 0.30333 0.39056 -0.00628 0.60647 0.60566 -0.35713 -0.37125
1577602164056199936 0.30348 0.39009 -0.00567 0.60651 0.60539 -0.35754 -0.37123
1577602164122829824 0.30360 0.39003 -0.00546 0.60651 0.60536 -0.35761 -0.37122
1577602164189459968 0.30401 0.39012 -0.00543 0.60645 0.60521 -0.35781 -0.37135
1577602164256079872 0.30428 0.39012 -0.00533 0.60647 0.60516 -0.35785 -0.37138
1577602164322700032 0.30425 0.38997 -0.00535 0.60643 0.60523 -0.35783 -0.37135
1577602164389339904 0.30443 0.38985 -0.00539 0.60648 0.60522 -0.35777 -0.37133
1577602164455960064 0.30446 0.38960 -0.00537 0.60650 0.60526 -0.35774 -0.37126
1577602164522579968 0.30455 0.38948 -0.00532 0.60655 0.60523 -0.35773 -0.37124
1577602164589210112 0.30481 0.38901 -0.00543 0.60640 0.60520 -0.35786 -0.37141
1577602164655840000 0.30533 0.38764 -0.00561 0.60541 0.60428 -0.35941 -0.37303
1577602164722459904 0.30600 0.38684 -0.00555 0.60444 0.60317 -0.36110 -0.37476
1577602164789079808 0.30643 0.38624 -0.00538 0.60377 0.60246 -0.36224 -0.37587
1577602164855719936 0.30773 0.38531 -0.00556 0.60323 0.60190 -0.36313 -0.37680
